ticker,groupe,pea
ABB.ST,Europe - Nordiques,0
AZN.ST,Europe - Nordiques,0
BOL.ST,Europe - Nordiques,0
BRAV.ST,Europe - Nordiques,0
CAST.ST,Europe - Nordiques,0
DIOS.ST,Europe - Nordiques,0
ELUX-B.ST,Europe - Nordiques,0
EQT.ST,Europe - Nordiques,0
EQTAB.ST,Europe - Nordiques,0
FABG.ST,Europe - Nordiques,0
GARO.ST,Europe - Nordiques,0
GETI-B.ST,Europe - Nordiques,0
HANSA-B.ST,Europe - Nordiques,0
HEXA-B.ST,Europe - Nordiques,0
HUFV-A.ST,Europe - Nordiques,0
HUSQ-B.ST,Europe - Nordiques,0
INVE-B.ST,Europe - Nordiques,0
ICA.ST,Europe - Nordiques,0
KINV-B.ST,Europe - Nordiques,0
LATO-B.ST,Europe - Nordiques,0
LIFCO-B.ST,Europe - Nordiques,0
LOOMIS.ST,Europe - Nordiques,0
NIBE-B.ST,Europe - Nordiques,0
NCC-B.ST,Europe - Nordiques,0
PEAB-B.ST,Europe - Nordiques,0
SAAB-B.ST,Europe - Nordiques,0
SAGA-B.ST,Europe - Nordiques,0
SECTRA-B.ST,Europe - Nordiques,0
SSAB-A.ST,Europe - Nordiques,0
SWMA.ST,Europe - Nordiques,0
SYSR.ST,Europe - Nordiques,0
THULE.ST,Europe - Nordiques,0
TREL-B.ST,Europe - Nordiques,0
WIHLB.ST,Europe - Nordiques,0
AAK.ST,Europe - Nordiques,0
ADDTECH-B.ST,Europe - Nordiques,0
DNB.OL,Europe - Nordiques,1
EQNR.OL,Europe - Nordiques,1
TEL.OL,Europe - Nordiques,1
MOWI.OL,Europe - Nordiques,1
ORK.OL,Europe - Nordiques,0
AKER.OL,Europe - Nordiques,0
AKERBP.OL,Europe - Nordiques,0
AUSS.OL,Europe - Nordiques,0
BAKKA.OL,Europe - Nordiques,0
BORR.OL,Europe - Nordiques,0
EIOF.OL,Europe - Nordiques,0
FROY.OL,Europe - Nordiques,0
GJF.OL,Europe - Nordiques,0
GOGL.OL,Europe - Nordiques,0
GRIEG.OL,Europe - Nordiques,0
NHY.OL,Europe - Nordiques,0
NONG.OL,Europe - Nordiques,0
NOD.OL,Europe - Nordiques,0
NRS.OL,Europe - Nordiques,0
PARB.OL,Europe - Nordiques,0
PGS.OL,Europe - Nordiques,0
REC.OL,Europe - Nordiques,0
SALM.OL,Europe - Nordiques,0
SCHA.OL,Europe - Nordiques,0
SCATC.OL,Europe - Nordiques,0
SDRL.OL,Europe - Nordiques,0
SEV.OL,Europe - Nordiques,0
SOAG.OL,Europe - Nordiques,0
SOFF.OL,Europe - Nordiques,0
SRBANK.OL,Europe - Nordiques,0
STB.OL,Europe - Nordiques,0
SUBC.OL,Europe - Nordiques,0
TOM.OL,Europe - Nordiques,0
TOPPC.OL,Europe - Nordiques,0
VAR.OL,Europe - Nordiques,0
VEI.OL,Europe - Nordiques,0
WWI.OL,Europe - Nordiques,0
YAR.OL,Europe - Nordiques,0
STERV.HE,Europe - Nordiques,1
NESTE.HE,Europe - Nordiques,1
KNEBV.HE,Europe - Nordiques,1
FORTUM.HE,Europe - Nordiques,0
NOKIA.HE,Europe - Nordiques,1
KEMIRA.HE,Europe - Nordiques,0
KONE.HE,Europe - Nordiques,1
METSO.HE,Europe - Nordiques,0
ORION.HE,Europe - Nordiques,0
OUTOKUMPU.HE,Europe - Nordiques,0
SANOMA.HE,Europe - Nordiques,0
TELIA1.HE,Europe - Nordiques,0
TIETO.HE,Europe - Nordiques,0
UPM.HE,Europe - Nordiques,0
VALMET.HE,Europe - Nordiques,0
WARTSILA.HE,Europe - Nordiques,0
YIT.HE,Europe - Nordiques,0
AALLON.HE,Europe - Nordiques,0
AFAGR.HE,Europe - Nordiques,0
AKTIA.HE,Europe - Nordiques,0
ALMA.HE,Europe - Nordiques,0
ASPO.HE,Europe - Nordiques,0
ATRAD.HE,Europe - Nordiques,0
BIOHIT.HE,Europe - Nordiques,0
BOREO.HE,Europe - Nordiques,0
CAPMAN.HE,Europe - Nordiques,0
CITYCON.HE,Europe - Nordiques,0
CONSTI.HE,Europe - Nordiques,0
CPHCHEM.HE,Europe - Nordiques,0
DETECTION.HE,Europe - Nordiques,0
DIGIA.HE,Europe - Nordiques,0
ENDOM.HE,Europe - Nordiques,0
EQT1V.HE,Europe - Nordiques,0
ESENSE.HE,Europe - Nordiques,0
ETF25.HE,Europe - Nordiques,0
EVLI.HE,Europe - Nordiques,0
EXLSRV.HE,Europe - Nordiques,0
FELLOW.HE,Europe - Nordiques,0
FIFAX.HE,Europe - Nordiques,0
FSKRS.HE,Europe - Nordiques,0
GOFORE.HE,Europe - Nordiques,0
HARVIA.HE,Europe - Nordiques,0
HKS.HE,Europe - Nordiques,0
HONKARAKENNE.HE,Europe - Nordiques,0
HOTANEN.HE,Europe - Nordiques,0
ILKKA2.HE,Europe - Nordiques,0
INCAP.HE,Europe - Nordiques,0
INDERES.HE,Europe - Nordiques,0
IOLAP.HE,Europe - Nordiques,0
KITRON.HE,Europe - Nordiques,0
KOJAMO.HE,Europe - Nordiques,0
LASSILA.HE,Europe - Nordiques,0
LEHTO.HE,Europe - Nordiques,0
LEMMINK.HE,Europe - Nordiques,0
LINKOSUO.HE,Europe - Nordiques,0
MEKA.HE,Europe - Nordiques,0
MERIH.HE,Europe - Nordiques,0
METSAG.HE,Europe - Nordiques,0
NETUM.HE,Europe - Nordiques,0
NIXU.HE,Europe - Nordiques,0
NORDEABANK.HE,Europe - Nordiques,0
NORCELL.HE,Europe - Nordiques,0
OHCORP.HE,Europe - Nordiques,0
OLVI.HE,Europe - Nordiques,0
ORSAS.HE,Europe - Nordiques,0
PIHLAJALIN.HE,Europe - Nordiques,0
PONSSE.HE,Europe - Nordiques,0
PRIVANET.HE,Europe - Nordiques,0
QPR.HE,Europe - Nordiques,0
RAPALA.HE,Europe - Nordiques,0
RAUTE.HE,Europe - Nordiques,0
REKA.HE,Europe - Nordiques,0
RELAIS.HE,Europe - Nordiques,0
ROVIO.HE,Europe - Nordiques,0
SAMPO.HE,Europe - Nordiques,0
SCANFIL.HE,Europe - Nordiques,0
SIEVI.HE,Europe - Nordiques,0
SOLTEQ.HE,Europe - Nordiques,0
SSAB.HE,Europe - Nordiques,0
TALENOM.HE,Europe - Nordiques,0
TOKMAN.HE,Europe - Nordiques,0
TOKMANNI.HE,Europe - Nordiques,0
TREVALI.HE,Europe - Nordiques,0
TULIKIVI.HE,Europe - Nordiques,0
UPONOR.HE,Europe - Nordiques,0
VERKKOKAUPPA.HE,Europe - Nordiques,0
VIAFIN.HE,Europe - Nordiques,0
VINCIT.HE,Europe - Nordiques,0
VKLN.HE,Europe - Nordiques,0
WITTED.HE,Europe - Nordiques,0
WORKED.HE,Europe - Nordiques,0
RELX,Europe - UK,0
BP.L,Europe - UK,0
SHEL.L,Europe - UK,0
HSBA.L,Europe - UK,0
LLOY.L,Europe - UK,0
AZN.L,Europe - UK,0
GSK.L,Europe - UK,0
ULVR.L,Europe - UK,0
RIO.L,Europe - UK,0
BHP.L,Europe - UK,0
AAL.L,Europe - UK,0
VOD.L,Europe - UK,0
BA.L,Europe - UK,0
BARC.L,Europe - UK,0
BATS.L,Europe - UK,0
BT-A.L,Europe - UK,0
CNA.L,Europe - UK,0
CPG.L,Europe - UK,0
DGE.L,Europe - UK,0
EVR.L,Europe - UK,0
EXPN.L,Europe - UK,0
FRES.L,Europe - UK,0
GLEN.L,Europe - UK,0
HLMA.L,Europe - UK,0
HL.L,Europe - UK,0
HSX.L,Europe - UK,0
IAG.L,Europe - UK,0
IHG.L,Europe - UK,0
IMB.L,Europe - UK,0
INF.L,Europe - UK,0
ITRK.L,Europe - UK,0
ITV.L,Europe - UK,0
JD.L,Europe - UK,0
JMAT.L,Europe - UK,0
KGF.L,Europe - UK,0
LAND.L,Europe - UK,0
LGEN.L,Europe - UK,0
MNDI.L,Europe - UK,0
MNG.L,Europe - UK,0
MRO.L,Europe - UK,0
NG.L,Europe - UK,0
NXT.L,Europe - UK,0
OCDO.L,Europe - UK,0
PHNX.L,Europe - UK,0
PSH.L,Europe - UK,0
PSN.L,Europe - UK,0
PSON.L,Europe - UK,0
REL.L,Europe - UK,0
RKT.L,Europe - UK,0
RMV.L,Europe - UK,0
ROR.L,Europe - UK,0
RRS.L,Europe - UK,0
RSA.L,Europe - UK,0
SBRY.L,Europe - UK,0
SDR.L,Europe - UK,0
SGE.L,Europe - UK,0
SGRO.L,Europe - UK,0
SKG.L,Europe - UK,0
SMDS.L,Europe - UK,0
SMIN.L,Europe - UK,0
SMT.L,Europe - UK,0
SN.L,Europe - UK,0
SPX.L,Europe - UK,0
SSE.L,Europe - UK,0
STAN.L,Europe - UK,0
SVT.L,Europe - UK,0
TSCO.L,Europe - UK,0
TUI.L,Europe - UK,0
TW.L,Europe - UK,0
WEIR.L,Europe - UK,0
WPP.L,Europe - UK,0
WTB.L,Europe - UK,0
ABDN.L,Europe - UK,0
ABF.L,Europe - UK,0
ADM.L,Europe - UK,0
AGK.L,Europe - UK,0
AGR.L,Europe - UK,0
AHT.L,Europe - UK,0
ANTO.L,Europe - UK,0
AUTO.L,Europe - UK,0
AV.L,Europe - UK,0
AVV.L,Europe - UK,0
AWE.L,Europe - UK,0
BNZL.L,Europe - UK,0
BOO.L,Europe - UK,0
BRBY.L,Europe - UK,0
CCH.L,Europe - UK,0
CCL.L,Europe - UK,0
CDG.L,Europe - UK,0
CINE.L,Europe - UK,0
CLLN.L,Europe - UK,0
CTEC.L,Europe - UK,0
CVS.L,Europe - UK,0
DCC.L,Europe - UK,0
DOCS.L,Europe - UK,0
DRAX.L,Europe - UK,0
DRX.L,Europe - UK,0
DS.L,Europe - UK,0
EMG.L,Europe - UK,0
ESNT.L,Europe - UK,0
FLTRF.L,Europe - UK,0
GFS.L,Europe - UK,0
GIVP.L,Europe - UK,0
GNK.L,Europe - UK,0
GRI.L,Europe - UK,0
GRST.L,Europe - UK,0
HARG.L,Europe - UK,0
HICL.L,Europe - UK,0
HIK.L,Europe - UK,0
HLN.L,Europe - UK,0
HMSO.L,Europe - UK,0
HWDN.L,Europe - UK,0
IBST.L,Europe - UK,0
IGG.L,Europe - UK,0
INCH.L,Europe - UK,0
INDV.L,Europe - UK,0
IPO.L,Europe - UK,0
IPOL.L,Europe - UK,0
JE.L,Europe - UK,0
JETQ.L,Europe - UK,0
JFJ.L,Europe - UK,0
JMG.L,Europe - UK,0
JPJ.L,Europe - UK,0
JRGI.L,Europe - UK,0
JUP.L,Europe - UK,0
JUST.L,Europe - UK,0
KAZ.L,Europe - UK,0
KBR.L,Europe - UK,0
KIE.L,Europe - UK,0
KLER.L,Europe - UK,0
KWS.L,Europe - UK,0
LBRT.L,Europe - UK,0
LIO.L,Europe - UK,0
LSEG.L,Europe - UK,0
LWDB.L,Europe - UK,0
LXI.L,Europe - UK,0
MARS.L,Europe - UK,0
MCLS.L,Europe - UK,0
MERL.L,Europe - UK,0
MGNS.L,Europe - UK,0
MICT.L,Europe - UK,0
MIKS.L,Europe - UK,0
MITIE.L,Europe - UK,0
MKS.L,Europe - UK,0
MNKS.L,Europe - UK,0
MODE.L,Europe - UK,0
MONY.L,Europe - UK,0
MPI.L,Europe - UK,0
MRC.L,Europe - UK,0
MRS.L,Europe - UK,0
MSLH.L,Europe - UK,0
MTW.L,Europe - UK,0
MWYS.L,Europe - UK,0
NCC.L,Europe - UK,0
NCYF.L,Europe - UK,0
NEX.L,Europe - UK,0
NFC.L,Europe - UK,0
NMC.L,Europe - UK,0
NOG.L,Europe - UK,0
NRR.L,Europe - UK,0
NUOG.L,Europe - UK,0
NWSA.L,Europe - UK,0
OCNB.L,Europe - UK,0
OFX.L,Europe - UK,0
OML.L,Europe - UK,0
ON.L,Europe - UK,0
OPP.L,Europe - UK,0
OSB.L,Europe - UK,0
OTB.L,Europe - UK,0
OXIG.L,Europe - UK,0
OXINF.L,Europe - UK,0
PFC.L,Europe - UK,0
PFD.L,Europe - UK,0
PGMV.L,Europe - UK,0
PIC.L,Europe - UK,0
PIN.L,Europe - UK,0
PLG.L,Europe - UK,0
PLUS.L,Europe - UK,0
PMI.L,Europe - UK,0
POLR.L,Europe - UK,0
PORT.L,Europe - UK,0
PRTC.L,Europe - UK,0
PURP.L,Europe - UK,0
PVG.L,Europe - UK,0
PVCS.L,Europe - UK,0
QUIZ.L,Europe - UK,0
RCDO.L,Europe - UK,0
RCP.L,Europe - UK,0
RDW.L,Europe - UK,0
RDSA.L,Europe - UK,0
RDSB.L,Europe - UK,0
RECN.L,Europe - UK,0
RGD.L,Europe - UK,0
RHI.L,Europe - UK,0
RICA.L,Europe - UK,0
RICO.L,Europe - UK,0
RMG.L,Europe - UK,0
RNK.L,Europe - UK,0
ROO.L,Europe - UK,0
ROST.L,Europe - UK,0
RPC.L,Europe - UK,0
RPT.L,Europe - UK,0
RTO.L,Europe - UK,0
RWIT.L,Europe - UK,0
S32.L,Europe - UK,0
SAFE.L,Europe - UK,0
SAGA.L,Europe - UK,0
SAL.L,Europe - UK,0
SAPE.L,Europe - UK,0
SCS.L,Europe - UK,0
SHED.L,Europe - UK,0
SHRE.L,Europe - UK,0
SHT.L,Europe - UK,0
SIG.L,Europe - UK,0
SLPE.L,Europe - UK,0
SNX.L,Europe - UK,0
SOLS.L,Europe - UK,0
SOM.L,Europe - UK,0
SPEC.L,Europe - UK,0
SPDI.L,Europe - UK,0
SPE.L,Europe - UK,0
SRP.L,Europe - UK,0
SRX.L,Europe - UK,0
SSL.L,Europe - UK,0
SWJ.L,Europe - UK,0
SXS.L,Europe - UK,0
SYNT.L,Europe - UK,0
TBC.L,Europe - UK,0
TCY.L,Europe - UK,0
TED.L,Europe - UK,0
TELE.L,Europe - UK,0
TET.L,Europe - UK,0
TGH.L,Europe - UK,0
TLW.L,Europe - UK,0
TPFG.L,Europe - UK,0
TRN.L,Europe - UK,0
TRTL.L,Europe - UK,0
TRS.L,Europe - UK,0
TRTX.L,Europe - UK,0
UBM.L,Europe - UK,0
UMIR.L,Europe - UK,0
UPGS.L,Europe - UK,0
UU.L,Europe - UK,0
VLX.L,Europe - UK,0
VNET.L,Europe - UK,0
VTC.L,Europe - UK,0
VTY.L,Europe - UK,0
WDI.L,Europe - UK,0
WINK.L,Europe - UK,0
WIZZ.L,Europe - UK,0
XAR.L,Europe - UK,0
XPS.L,Europe - UK,0
YCA.L,Europe - UK,0
YNGA.L,Europe - UK,0
ZNWD.L,Europe - UK,0
SU.TO,Amerique - Canada,0
CNQ.TO,Amerique - Canada,0
ABX.TO,Amerique - Canada,0
TD.TO,Amerique - Canada,0
RY.TO,Amerique - Canada,0
BNS.TO,Amerique - Canada,0
BMO.TO,Amerique - Canada,0
MFC.TO,Amerique - Canada,0
SLF.TO,Amerique - Canada,0
FFH.TO,Amerique - Canada,0
TRI.TO,Amerique - Canada,0
CP.TO,Amerique - Canada,0
CNR.TO,Amerique - Canada,0
WN.TO,Amerique - Canada,0
L.TO,Amerique - Canada,0
MRU.TO,Amerique - Canada,0
EMP-A.TO,Amerique - Canada,0
DOL.TO,Amerique - Canada,0
CTC-A.TO,Amerique - Canada,0
ATD.TO,Amerique - Canada,0
OTEX.TO,Amerique - Canada,0
CSU.TO,Amerique - Canada,0
DSG.TO,Amerique - Canada,0
GIB-A.TO,Amerique - Canada,0
MG.TO,Amerique - Canada,0
STN.TO,Amerique - Canada,0
WSP.TO,Amerique - Canada,0
CAE.TO,Amerique - Canada,0
SNC.TO,Amerique - Canada,0
IFC.TO,Amerique - Canada,0
POW.TO,Amerique - Canada,0
PWF.TO,Amerique - Canada,0
GWO.TO,Amerique - Canada,0
IAG.TO,Amerique - Canada,0
CWB.TO,Amerique - Canada,0
EQB.TO,Amerique - Canada,0
HCG.TO,Amerique - Canada,0
NA.TO,Amerique - Canada,0
CIX.TO,Amerique - Canada,0
PXT.TO,Amerique - Canada,0
MEG.TO,Amerique - Canada,0
ERF.TO,Amerique - Canada,0
VET.TO,Amerique - Canada,0
TPX-B.TO,Amerique - Canada,0
X.TO,Amerique - Canada,0
FM.TO,Amerique - Canada,0
CS.TO,Amerique - Canada,0
CCO.TO,Amerique - Canada,0
LUN.TO,Amerique - Canada,0
AEM.TO,Amerique - Canada,0
AGI.TO,Amerique - Canada,0
EDV.TO,Amerique - Canada,0
FNV.TO,Amerique - Canada,0
IMG.TO,Amerique - Canada,0
K.TO,Amerique - Canada,0
KL.TO,Amerique - Canada,0
NGT.TO,Amerique - Canada,0
OR.TO,Amerique - Canada,0
OGC.TO,Amerique - Canada,0
PVG.TO,Amerique - Canada,0
WPM.TO,Amerique - Canada,0
YRI.TO,Amerique - Canada,0
BHP.AX,Asie - Australie,0
CBA.AX,Asie - Australie,0
CSL.AX,Asie - Australie,0
WBC.AX,Asie - Australie,0
ANZ.AX,Asie - Australie,0
NAB.AX,Asie - Australie,0
WES.AX,Asie - Australie,0
MQG.AX,Asie - Australie,0
RIO.AX,Asie - Australie,0
TLS.AX,Asie - Australie,0
WOW.AX,Asie - Australie,0
STO.AX,Asie - Australie,0
BXB.AX,Asie - Australie,0
TCL.AX,Asie - Australie,0
AMC.AX,Asie - Australie,0
ALL.AX,Asie - Australie,0
APA.AX,Asie - Australie,0
ASX.AX,Asie - Australie,0
CCP.AX,Asie - Australie,0
COL.AX,Asie - Australie,0
GMG.AX,Asie - Australie,0
IAG.AX,Asie - Australie,0
IPL.AX,Asie - Australie,0
JHX.AX,Asie - Australie,0
LLC.AX,Asie - Australie,0
MPL.AX,Asie - Australie,0
NCM.AX,Asie - Australie,0
NHC.AX,Asie - Australie,0
ORA.AX,Asie - Australie,0
ORG.AX,Asie - Australie,0
OZL.AX,Asie - Australie,0
QAN.AX,Asie - Australie,0
QBE.AX,Asie - Australie,0
REA.AX,Asie - Australie,0
RMD.AX,Asie - Australie,0
S32.AX,Asie - Australie,0
SCG.AX,Asie - Australie,0
SEK.AX,Asie - Australie,0
SGP.AX,Asie - Australie,0
SHL.AX,Asie - Australie,0
SKI.AX,Asie - Australie,0
SUN.AX,Asie - Australie,0
SVW.AX,Asie - Australie,0
SYD.AX,Asie - Australie,0
TAH.AX,Asie - Australie,0
TWE.AX,Asie - Australie,0
VCX.AX,Asie - Australie,0
VEA.AX,Asie - Australie,0
WHC.AX,Asie - Australie,0
WPL.AX,Asie - Australie,0
WSF.AX,Asie - Australie,0
XRO.AX,Asie - Australie,0
HKG:1,Asie - Australie,0
HKG:2,Asie - Australie,0
HKG:3,Asie - Australie,0
HKG:5,Asie - Australie,0
HKG:6,Asie - Australie,0
HKG:11,Asie - Australie,0
HKG:12,Asie - Australie,0
BABA,Asie - Australie,0
JD,Asie - Australie,0
PDD,Asie - Australie,0
NIO,Asie - Australie,0
XPEV,Asie - Australie,0
LI,Asie - Australie,0
TCOM,Asie - Australie,0
TME,Asie - Australie,0
NTES,Asie - Australie,0
BEKE,Asie - Australie,0
BZ,Asie - Australie,0
CAN,Asie - Australie,0
CGEN,Asie - Australie,0
CGC,Asie - Australie,0
CHNGY,Asie - Australie,0
CNQ,Asie - Australie,0
CNTG,Asie - Australie,0
DIDI,Asie - Australie,0
FINV,Asie - Australie,0
GOTU,Asie - Australie,0
GREE,Asie - Australie,0
GRIN,Asie - Australie,0
GXO,Asie - Australie,0
HIBB,Asie - Australie,0
HTHT,Asie - Australie,0
IQ,Asie - Australie,0
JMIA,Asie - Australie,0
JKS,Asie - Australie,0
KC,Asie - Australie,0
KGDG,Asie - Australie,0
KNDI,Asie - Australie,0
LAIX,Asie - Australie,0
LEGN,Asie - Australie,0
LKNCY,Asie - Australie,0
LOGI,Asie - Australie,0
LQDA,Asie - Australie,0
LTHM,Asie - Australie,0
LUCD,Asie - Australie,0
MAMA,Asie - Australie,0
MANU,Asie - Australie,0
MARK,Asie - Australie,0
MNSO,Asie - Australie,0
MOMO,Asie - Australie,0
MPNGF,Asie - Australie,0
MUFG,Asie - Australie,0
NICE,Asie - Australie,0
NU,Asie - Australie,0
OCFT,Asie - Australie,0
ONON,Asie - Australie,0
PAX,Asie - Australie,0
PSEC,Asie - Australie,0
PTON,Asie - Australie,0
QD,Asie - Australie,0
SBSW,Asie - Australie,0
SFUN,Asie - Australie,0
SIFY,Asie - Australie,0
SNE,Asie - Australie,0
SOL,Asie - Australie,0
SOS,Asie - Australie,0
SQSP,Asie - Australie,0
SWBI,Asie - Australie,0
SYPR,Asie - Australie,0
TCEHY,Asie - Australie,0
TSM,Asie - Australie,0
TUYA,Asie - Australie,0
VIPS,Asie - Australie,0
WB,Asie - Australie,0
XNET,Asie - Australie,0
YMM,Asie - Australie,0
YY,Asie - Australie,0
ZTO,Asie - Australie,0
ENB.TO,International - Dividendes,0
TRP.TO,International - Dividendes,0
PPL.TO,International - Dividendes,0
KEY.TO,International - Dividendes,0
ALA.TO,International - Dividendes,0
EMA.TO,International - Dividendes,0
FTS.TO,International - Dividendes,0
H.TO,International - Dividendes,0
CU.TO,International - Dividendes,0
CPX.TO,International - Dividendes,0
AQN.TO,International - Dividendes,0
BEP-UN.TO,International - Dividendes,0
BIP-UN.TO,International - Dividendes,0
BXMT,International - Dividendes,0
ACRE,International - Dividendes,0
AGNC,International - Dividendes,0
NLY,International - Dividendes,0
ARR,International - Dividendes,0
CIM,International - Dividendes,0
TWO,International - Dividendes,0
IVR,International - Dividendes,0
MFA,International - Dividendes,0
RWT,International - Dividendes,0
PMT,International - Dividendes,0
MITT,International - Dividendes,0
GPMT,International - Dividendes,0
CLNC,International - Dividendes,0
LADR,International - Dividendes,0
TPVG,International - Dividendes,0
PFLT,International - Dividendes,0
SLRC,International - Dividendes,0
TCPC,International - Dividendes,0
FSK,International - Dividendes,0
PBDC,International - Dividendes,0
SCM,International - Dividendes,0
WHF,International - Dividendes,0
GAIN,International - Dividendes,0
HTGC,International - Dividendes,0
KCAP,International - Dividendes,0
MRCC,International - Dividendes,0
NEWT,International - Dividendes,0
NMFC,International - Dividendes,0
OFS,International - Dividendes,0
ORCC,International - Dividendes,0
RWAY,International - Dividendes,0
SAR,International - Dividendes,0
SUNS,International - Dividendes,0
XAN,International - Dividendes,0
BKCC,International - Dividendes,0
CSWC,International - Dividendes,0
FCRD,International - Dividendes,0
FDUS,International - Dividendes,0
FICA,International - Dividendes,0
FSFR,International - Dividendes,0
FTAI,International - Dividendes,0
FULL,International - Dividendes,0
GBLX,International - Dividendes,0
GECC,International - Dividendes,0
GLAD,International - Dividendes,0
GSBD,International - Dividendes,0
KED,International - Dividendes,0
